#                                                        a0: signalShape
#                                                          a1: syncPhase
#                                                       a2: binOfMaximum
#                                                          a3: timePhase
#                                                       a4: timeSmearing
#                                                      a5: packingScheme
#   eta  phi  dep        det      param1      DetId     a0   a1   a2     a3   a4   a5
     -2   62    1         HB   140908157    4200413E   125    1    5    6.0    1    1
     -3   62    1         HB   140908157    420041BE   125    1    5    6.0    1    1
     -4   62    1         HB   140908157    4200423E   125    1    5    6.0    1    1
     -5   62    1         HB   140908157    420042BE   125    1    5    6.0    1    1
     -6   62    1         HB   140908157    4200433E   125    1    5    6.0    1    1
     -7   62    1         HB   140908157    420043BE   125    1    5    6.0    1    1
     -8   62    1         HB   140908157    4200443E   125    1    5    6.0    1    1
     -9   62    1         HB   140908157    420044BE   125    1    5    6.0    1    1
    -10   62    1         HB   140908157    4200453E   125    1    5    6.0    1    1
    -11   62    1         HB   140908157    420045BE   125    1    5    6.0    1    1
    -12   62    1         HB   140908157    4200463E   125    1    5    6.0    1    1
    -13   62    1         HB   140908157    420046BE   125    1    5    6.0    1    1
    -14   62    1         HB   140908157    4200473E   125    1    5    6.0    1    1
    -15   62    1         HB   140908157    420047BE   125    1    5    6.0    1    1
    -15   62    2         HB   140908157    420087BE   125    1    5    6.0    1    1
    -16   62    1         HB   140908157    4200483E   125    1    5    6.0    1    1
    -16   62    2         HB   140908157    4200883E   125    1    5    6.0    1    1
     -1   63    1         HB   140908157    420040BF   125    1    5    6.0    1    1
     -2   63    1         HB   140908157    4200413F   125    1    5    6.0    1    1
     -3   63    1         HB   140908157    420041BF   125    1    5    6.0    1    1
     -4   63    1         HB   140908157    4200423F   125    1    5    6.0    1    1
     -5   63    1         HB   140908157    420042BF   125    1    5    6.0    1    1
     -6   63    1         HB   140908157    4200433F   125    1    5    6.0    1    1
     -7   63    1         HB   140908157    420043BF   125    1    5    6.0    1    1
     -8   63    1         HB   140908157    4200443F   125    1    5    6.0    1    1
     -9   63    1         HB   140908157    420044BF   125    1    5    6.0    1    1
    -10   63    1         HB   140908157    4200453F   125    1    5    6.0    1    1
    -11   63    1         HB   140908157    420045BF   125    1    5    6.0    1    1
    -12   63    1         HB   140908157    4200463F   125    1    5    6.0    1    1
    -13   63    1         HB   140908157    420046BF   125    1    5    6.0    1    1
    -14   63    1         HB   140908157    4200473F   125    1    5    6.0    1    1
    -15   63    1         HB   140908157    420047BF   125    1    5    6.0    1    1
    -15   63    2         HB   140908157    420087BF   125    1    5    6.0    1    1
    -16   63    1         HB   140908157    4200483F   125    1    5    6.0    1    1
    -16   63    2         HB   140908157    4200883F   125    1    5    6.0    1    1
     -1   64    1         HB   140908157    420040C0   125    1    5    6.0    1    1
     -2   64    1         HB   140908157    42004140   125    1    5    6.0    1    1
     -3   64    1         HB   140908157    420041C0   125    1    5    6.0    1    1
     -4   64    1         HB   140908157    42004240   125    1    5    6.0    1    1
     -5   64    1         HB   140908157    420042C0   125    1    5    6.0    1    1
     -6   64    1         HB   140908157    42004340   125    1    5    6.0    1    1
     -7   64    1         HB   140908157    420043C0   125    1    5    6.0    1    1
     -8   64    1         HB   140908157    42004440   125    1    5    6.0    1    1
     -9   64    1         HB   140908157    420044C0   125    1    5    6.0    1    1
    -10   64    1         HB   140908157    42004540   125    1    5    6.0    1    1
    -11   64    1         HB   140908157    420045C0   125    1    5    6.0    1    1
    -12   64    1         HB   140908157    42004640   125    1    5    6.0    1    1
    -13   64    1         HB   140908157    420046C0   125    1    5    6.0    1    1
    -14   64    1         HB   140908157    42004740   125    1    5    6.0    1    1
    -15   64    1         HB   140908157    420047C0   125    1    5    6.0    1    1
    -15   64    2         HB   140908157    420087C0   125    1    5    6.0    1    1
    -16   64    1         HB   140908157    42004840   125    1    5    6.0    1    1
    -16   64    2         HB   140908157    42008840   125    1    5    6.0    1    1
     -1   65    1         HB   140908157    420040C1   125    1    5    6.0    1    1
     -2   65    1         HB   140908157    42004141   125    1    5    6.0    1    1
     -3   65    1         HB   140908157    420041C1   125    1    5    6.0    1    1
     -4   65    1         HB   140908157    42004241   125    1    5    6.0    1    1
     -5   65    1         HB   140908157    420042C1   125    1    5    6.0    1    1
     -6   65    1         HB   140908157    42004341   125    1    5    6.0    1    1
     -7   65    1         HB   140908157    420043C1   125    1    5    6.0    1    1
     -8   65    1         HB   140908157    42004441   125    1    5    6.0    1    1
     -9   65    1         HB   140908157    420044C1   125    1    5    6.0    1    1
    -10   65    1         HB   140908157    42004541   125    1    5    6.0    1    1
    -11   65    1         HB   140908157    420045C1   125    1    5    6.0    1    1
    -12   65    1         HB   140908157    42004641   125    1    5    6.0    1    1
    -13   65    1         HB   140908157    420046C1   125    1    5    6.0    1    1
    -14   65    1         HB   140908157    42004741   125    1    5    6.0    1    1
    -15   65    1         HB   140908157    420047C1   125    1    5    6.0    1    1
    -15   65    2         HB   140908157    420087C1   125    1    5    6.0    1    1
    -16   65    1         HB   140908157    42004841   125    1    5    6.0    1    1
    -16   65    2         HB   140908157    42008841   125    1    5    6.0    1    1
     -1   66    1         HB   140908157    420040C2   125    1    5    6.0    1    1
     -2   66    1         HB   140908157    42004142   125    1    5    6.0    1    1
     -3   66    1         HB   140908157    420041C2   125    1    5    6.0    1    1
     -4   66    1         HB   140908157    42004242   125    1    5    6.0    1    1
     -5   66    1         HB   140908157    420042C2   125    1    5    6.0    1    1
     -6   66    1         HB   140908157    42004342   125    1    5    6.0    1    1
     -7   66    1         HB   140908157    420043C2   125    1    5    6.0    1    1
     -8   66    1         HB   140908157    42004442   125    1    5    6.0    1    1
     -9   66    1         HB   140908157    420044C2   125    1    5    6.0    1    1
    -10   66    1         HB   140908157    42004542   125    1    5    6.0    1    1
    -11   66    1         HB   140908157    420045C2   125    1    5    6.0    1    1
    -12   66    1         HB   140908157    42004642   125    1    5    6.0    1    1
    -13   66    1         HB   140908157    420046C2   125    1    5    6.0    1    1
    -14   66    1         HB   140908157    42004742   125    1    5    6.0    1    1
    -15   66    1         HB   140908157    420047C2   125    1    5    6.0    1    1
    -15   66    2         HB   140908157    420087C2   125    1    5    6.0    1    1
    -16   66    1         HB   140908157    42004842   125    1    5    6.0    1    1
    -16   66    2         HB   140908157    42008842   125    1    5    6.0    1    1
     -1   67    1         HB   140908157    420040C3   125    1    5    6.0    1    1
     -2   67    1         HB   140908157    42004143   125    1    5    6.0    1    1
     -3   67    1         HB   140908157    420041C3   125    1    5    6.0    1    1
     -4   67    1         HB   140908157    42004243   125    1    5    6.0    1    1
     -5   67    1         HB   140908157    420042C3   125    1    5    6.0    1    1
     -6   67    1         HB   140908157    42004343   125    1    5    6.0    1    1
     -7   67    1         HB   140908157    420043C3   125    1    5    6.0    1    1
     -8   67    1         HB   140908157    42004443   125    1    5    6.0    1    1
     -9   67    1         HB   140908157    420044C3   125    1    5    6.0    1    1
    -10   67    1         HB   140908157    42004543   125    1    5    6.0    1    1
    -11   67    1         HB   140908157    420045C3   125    1    5    6.0    1    1
    -12   67    1         HB   140908157    42004643   125    1    5    6.0    1    1
    -13   67    1         HB   140908157    420046C3   125    1    5    6.0    1    1
    -14   67    1         HB   140908157    42004743   125    1    5    6.0    1    1
    -15   67    1         HB   140908157    420047C3   125    1    5    6.0    1    1
    -15   67    2         HB   140908157    420087C3   125    1    5    6.0    1    1
    -16   67    1         HB   140908157    42004843   125    1    5    6.0    1    1
    -16   67    2         HB   140908157    42008843   125    1    5    6.0    1    1
     -1   68    1         HB   140908157    420040C4   125    1    5    6.0    1    1
     -2   68    1         HB   140908157    42004144   125    1    5    6.0    1    1
     -3   68    1         HB   140908157    420041C4   125    1    5    6.0    1    1
     -4   68    1         HB   140908157    42004244   125    1    5    6.0    1    1
     -5   68    1         HB   140908157    420042C4   125    1    5    6.0    1    1
     -6   68    1         HB   140908157    42004344   125    1    5    6.0    1    1
