#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               34              35               1              HF  0.08984  0.08984  0.08984  0.08984   48007123
               34              35               2              HF  0.13664  0.13664  0.13664  0.13664   4800B123
               35              35               1              HF  0.08101  0.08101  0.08101  0.08101   480071A3
               35              35               2              HF  0.16185  0.16185  0.16185  0.16185   4800B1A3
               36              35               1              HF  0.10280  0.10280  0.10280  0.10280   48007223
               36              35               2              HF  0.15316  0.15316  0.15316  0.15316   4800B223
               37              35               1              HF  0.13222  0.13222  0.13222  0.13222   480072A3
               37              35               2              HF  0.24244  0.24244  0.24244  0.24244   4800B2A3
               38              35               1              HF  0.10492  0.10492  0.10492  0.10492   48007323
               38              35               2              HF  0.30442  0.30442  0.30442  0.30442   4800B323
               39              35               1              HF  0.11654  0.11654  0.11654  0.11654   480073A3
               39              35               2              HF  0.14464  0.14464  0.14464  0.14464   4800B3A3
               40              35               1              HF  0.15524  0.15524  0.15524  0.15524   48007423
               40              35               2              HF  0.17193  0.17193  0.17193  0.17193   4800B423
               41              35               1              HF  0.09457  0.09457  0.09457  0.09457   480074A3
               41              35               2              HF  0.16290  0.16290  0.16290  0.16290   4800B4A3
               29              37               1              HF  0.07738  0.07738  0.07738  0.07738   48006EA5
               29              37               2              HF  0.12994  0.12994  0.12994  0.12994   4800AEA5
               30              37               1              HF  0.07514  0.07514  0.07514  0.07514   48006F25
               30              37               2              HF  0.14117  0.14117  0.14117  0.14117   4800AF25
               31              37               1              HF  0.07771  0.07771  0.07771  0.07771   48006FA5
               31              37               2              HF  0.14447  0.14447  0.14447  0.14447   4800AFA5
               32              37               1              HF  0.08288  0.08288  0.08288  0.08288   48007025
               32              37               2              HF  0.16276  0.16276  0.16276  0.16276   4800B025
               33              37               1              HF  0.10793  0.10793  0.10793  0.10793   480070A5
               33              37               2              HF  0.12513  0.12513  0.12513  0.12513   4800B0A5
               34              37               1              HF  0.10165  0.10165  0.10165  0.10165   48007125
               34              37               2              HF  0.16199  0.16199  0.16199  0.16199   4800B125
               35              37               1              HF  0.10182  0.10182  0.10182  0.10182   480071A5
               35              37               2              HF  0.12510  0.12510  0.12510  0.12510   4800B1A5
               36              37               1              HF  0.10281  0.10281  0.10281  0.10281   48007225
               36              37               2              HF  0.15028  0.15028  0.15028  0.15028   4800B225
               37              37               1              HF  0.16334  0.16334  0.16334  0.16334   480072A5
               37              37               2              HF  0.16711  0.16711  0.16711  0.16711   4800B2A5
               38              37               1              HF  0.17011  0.17011  0.17011  0.17011   48007325
               38              37               2              HF  0.22185  0.22185  0.22185  0.22185   4800B325
               39              37               1              HF  0.13081  0.13081  0.13081  0.13081   480073A5
               39              37               2              HF  0.14375  0.14375  0.14375  0.14375   4800B3A5
               29              39               1              HF  0.07171  0.07171  0.07171  0.07171   48006EA7
               29              39               2              HF  0.14221  0.14221  0.14221  0.14221   4800AEA7
               30              39               1              HF  0.08980  0.08980  0.08980  0.08980   48006F27
               30              39               2              HF  0.13830  0.13830  0.13830  0.13830   4800AF27
               31              39               1              HF  0.07190  0.07190  0.07190  0.07190   48006FA7
               31              39               2              HF  0.12883  0.12883  0.12883  0.12883   4800AFA7
               32              39               1              HF  0.06945  0.06945  0.06945  0.06945   48007027
               32              39               2              HF  0.12058  0.12058  0.12058  0.12058   4800B027
               33              39               1              HF  0.10497  0.10497  0.10497  0.10497   480070A7
               33              39               2              HF  0.15234  0.15234  0.15234  0.15234   4800B0A7
               34              39               1              HF  0.10244  0.10244  0.10244  0.10244   48007127
               34              39               2              HF  0.13511  0.13511  0.13511  0.13511   4800B127
               35              39               1              HF  0.11288  0.11288  0.11288  0.11288   480071A7
               35              39               2              HF  0.13989  0.13989  0.13989  0.13989   4800B1A7
               36              39               1              HF  0.09318  0.09318  0.09318  0.09318   48007227
               36              39               2              HF  0.15520  0.15520  0.15520  0.15520   4800B227
               37              39               1              HF  0.11570  0.11570  0.11570  0.11570   480072A7
               37              39               2              HF  0.25896  0.25896  0.25896  0.25896   4800B2A7
               38              39               1              HF  0.14794  0.14794  0.14794  0.14794   48007327
               38              39               2              HF  0.17781  0.17781  0.17781  0.17781   4800B327
               39              39               1              HF  0.13070  0.13070  0.13070  0.13070   480073A7
               39              39               2              HF  0.15332  0.15332  0.15332  0.15332   4800B3A7
               40              39               1              HF  0.12409  0.12409  0.12409  0.12409   48007427
               40              39               2              HF  0.21697  0.21697  0.21697  0.21697   4800B427
               41              39               1              HF  0.12305  0.12305  0.12305  0.12305   480074A7
               41              39               2              HF  0.21665  0.21665  0.21665  0.21665   4800B4A7
               29              41               1              HF  0.08221  0.08221  0.08221  0.08221   48006EA9
               29              41               2              HF  0.14934  0.14934  0.14934  0.14934   4800AEA9
               30              41               1              HF  0.10165  0.10165  0.10165  0.10165   48006F29
               30              41               2              HF  0.14044  0.14044  0.14044  0.14044   4800AF29
               31              41               1              HF  0.09620  0.09620  0.09620  0.09620   48006FA9
               31              41               2              HF  0.12550  0.12550  0.12550  0.12550   4800AFA9
               32              41               1              HF  0.08256  0.08256  0.08256  0.08256   48007029
               32              41               2              HF  0.11382  0.11382  0.11382  0.11382   4800B029
               33              41               1              HF  0.10215  0.10215  0.10215  0.10215   480070A9
               33              41               2              HF  0.14356  0.14356  0.14356  0.14356   4800B0A9
               34              41               1              HF  0.12473  0.12473  0.12473  0.12473   48007129
               34              41               2              HF  0.14624  0.14624  0.14624  0.14624   4800B129
               35              41               1              HF  0.10408  0.10408  0.10408  0.10408   480071A9
               35              41               2              HF  0.14321  0.14321  0.14321  0.14321   4800B1A9
               36              41               1              HF  0.10616  0.10616  0.10616  0.10616   48007229
               36              41               2              HF  0.12545  0.12545  0.12545  0.12545   4800B229
               37              41               1              HF  0.12429  0.12429  0.12429  0.12429   480072A9
               37              41               2              HF  0.15955  0.15955  0.15955  0.15955   4800B2A9
               38              41               1              HF  0.14790  0.14790  0.14790  0.14790   48007329
               38              41               2              HF  0.15627  0.15627  0.15627  0.15627   4800B329
               39              41               1              HF  0.10441  0.10441  0.10441  0.10441   480073A9
               39              41               2              HF  0.18981  0.18981  0.18981  0.18981   4800B3A9
               29              43               1              HF  0.08762  0.08762  0.08762  0.08762   48006EAB
               29              43               2              HF  0.19138  0.19138  0.19138  0.19138   4800AEAB
               30              43               1              HF  0.08400  0.08400  0.08400  0.08400   48006F2B
               30              43               2              HF  0.13371  0.13371  0.13371  0.13371   4800AF2B
               31              43               1              HF  0.08541  0.08541  0.08541  0.08541   48006FAB
               31              43               2              HF  0.16399  0.16399  0.16399  0.16399   4800AFAB
               32              43               1              HF  0.10066  0.10066  0.10066  0.10066   4800702B
               32              43               2              HF  0.12740  0.12740  0.12740  0.12740   4800B02B
               33              43               1              HF  0.11960  0.11960  0.11960  0.11960   480070AB
               33              43               2              HF  0.16192  0.16192  0.16192  0.16192   4800B0AB
               34              43               1              HF  0.13321  0.13321  0.13321  0.13321   4800712B
               34              43               2              HF  0.18082  0.18082  0.18082  0.18082   4800B12B
               35              43               1              HF  0.11208  0.11208  0.11208  0.11208   480071AB
               35              43               2              HF  0.19158  0.19158  0.19158  0.19158   4800B1AB
               36              43               1              HF  0.13182  0.13182  0.13182  0.13182   4800722B
               36              43               2              HF  0.17490  0.17490  0.17490  0.17490   4800B22B
               37              43               1              HF  0.09310  0.09310  0.09310  0.09310   480072AB
               37              43               2              HF  0.21547  0.21547  0.21547  0.21547   4800B2AB
               38              43               1              HF  0.13031  0.13031  0.13031  0.13031   4800732B
               38              43               2              HF  0.21200  0.21200  0.21200  0.21200   4800B32B
               39              43               1              HF  0.09697  0.09697  0.09697  0.09697   480073AB
               39              43               2              HF  0.13740  0.13740  0.13740  0.13740   4800B3AB
               40              43               1              HF  0.14367  0.14367  0.14367  0.14367   4800742B
               40              43               2              HF  0.20676  0.20676  0.20676  0.20676   4800B42B
               41              43               1              HF  0.11396  0.11396  0.11396  0.11396   480074AB
               41              43               2              HF  0.31259  0.31259  0.31259  0.31259   4800B4AB
               29              45               1              HF  0.07551  0.07551  0.07551  0.07551   48006EAD
               29              45               2              HF  0.12626  0.12626  0.12626  0.12626   4800AEAD
               30              45               1              HF  0.09694  0.09694  0.09694  0.09694   48006F2D
               30              45               2              HF  0.18366  0.18366  0.18366  0.18366   4800AF2D
               31              45               1              HF  0.10396  0.10396  0.10396  0.10396   48006FAD
               31              45               2              HF  0.14591  0.14591  0.14591  0.14591   4800AFAD
               32              45               1              HF  0.13362  0.13362  0.13362  0.13362   4800702D
               32              45               2              HF  0.14505  0.14505  0.14505  0.14505   4800B02D
               33              45               1              HF  0.10651  0.10651  0.10651  0.10651   480070AD
               33              45               2              HF  0.15014  0.15014  0.15014  0.15014   4800B0AD
               34              45               1              HF  0.08372  0.08372  0.08372  0.08372   4800712D
               34              45               2              HF  0.12891  0.12891  0.12891  0.12891   4800B12D
               35              45               1              HF  0.10166  0.10166  0.10166  0.10166   480071AD
               35              45               2              HF  0.17861  0.17861  0.17861  0.17861   4800B1AD
               36              45               1              HF  0.20314  0.20314  0.20314  0.20314   4800722D
               36              45               2              HF  0.14897  0.14897  0.14897  0.14897   4800B22D
               37              45               1              HF  0.10325  0.10325  0.10325  0.10325   480072AD
               37              45               2              HF  0.15956  0.15956  0.15956  0.15956   4800B2AD
               38              45               1              HF  0.10755  0.10755  0.10755  0.10755   4800732D
               38              45               2              HF  0.16323  0.16323  0.16323  0.16323   4800B32D
               39              45               1              HF  0.10965  0.10965  0.10965  0.10965   480073AD
               39              45               2              HF  0.16912  0.16912  0.16912  0.16912   4800B3AD
               29              47               1              HF  0.07391  0.07391  0.07391  0.07391   48006EAF
               29              47               2              HF  0.13598  0.13598  0.13598  0.13598   4800AEAF
               30              47               1              HF  0.07349  0.07349  0.07349  0.07349   48006F2F
               30              47               2              HF  0.14248  0.14248  0.14248  0.14248   4800AF2F
               31              47               1              HF  0.08316  0.08316  0.08316  0.08316   48006FAF
               31              47               2              HF  0.10976  0.10976  0.10976  0.10976   4800AFAF
               32              47               1              HF  0.09070  0.09070  0.09070  0.09070   4800702F
               32              47               2              HF  0.09286  0.09286  0.09286  0.09286   4800B02F
               33              47               1              HF  0.08722  0.08722  0.08722  0.08722   480070AF
               33              47               2              HF  0.18682  0.18682  0.18682  0.18682   4800B0AF
               34              47               1              HF  0.09003  0.09003  0.09003  0.09003   4800712F
               34              47               2              HF  0.14397  0.14397  0.14397  0.14397   4800B12F
               35              47               1              HF  0.11446  0.11446  0.11446  0.11446   480071AF
               35              47               2              HF  0.16101  0.16101  0.16101  0.16101   4800B1AF
               36              47               1              HF  0.11574  0.11574  0.11574  0.11574   4800722F
               36              47               2              HF  0.13681  0.13681  0.13681  0.13681   4800B22F
               37              47               1              HF  0.10867  0.10867  0.10867  0.10867   480072AF
               37              47               2              HF  0.18318  0.18318  0.18318  0.18318   4800B2AF
               38              47               1              HF  0.10502  0.10502  0.10502  0.10502   4800732F
               38              47               2              HF  0.17611  0.17611  0.17611  0.17611   4800B32F
               39              47               1              HF  0.12985  0.12985  0.12985  0.12985   480073AF
               39              47               2              HF  0.16626  0.16626  0.16626  0.16626   4800B3AF
               40              47               1              HF  0.10281  0.10281  0.10281  0.10281   4800742F
               40              47               2              HF  0.22277  0.22277  0.22277  0.22277   4800B42F
               41              47               1              HF  0.16842  0.16842  0.16842  0.16842   480074AF
               41              47               2              HF  0.22322  0.22322  0.22322  0.22322   4800B4AF
               29              49               1              HF  0.09530  0.09530  0.09530  0.09530   48006EB1
               29              49               2              HF  0.12647  0.12647  0.12647  0.12647   4800AEB1
               30              49               1              HF  0.08547  0.08547  0.08547  0.08547   48006F31
               30              49               2              HF  0.12832  0.12832  0.12832  0.12832   4800AF31
               31              49               1              HF  0.09571  0.09571  0.09571  0.09571   48006FB1
               31              49               2              HF  0.15594  0.15594  0.15594  0.15594   4800AFB1
               32              49               1              HF  0.07731  0.07731  0.07731  0.07731   48007031
               32              49               2              HF  0.12328  0.12328  0.12328  0.12328   4800B031
               33              49               1              HF  0.09286  0.09286  0.09286  0.09286   480070B1
               33              49               2              HF  0.13740  0.13740  0.13740  0.13740   4800B0B1
               34              49               1              HF  0.09437  0.09437  0.09437  0.09437   48007131
               34              49               2              HF  0.15823  0.15823  0.15823  0.15823   4800B131
               35              49               1              HF  0.10513  0.10513  0.10513  0.10513   480071B1
               35              49               2              HF  0.09560  0.09560  0.09560  0.09560   4800B1B1
               36              49               1              HF  0.11599  0.11599  0.11599  0.11599   48007231
               36              49               2              HF  0.11218  0.11218  0.11218  0.11218   4800B231
               37              49               1              HF  0.11113  0.11113  0.11113  0.11113   480072B1
               37              49               2              HF  0.13091  0.13091  0.13091  0.13091   4800B2B1
               38              49               1              HF  0.12130  0.12130  0.12130  0.12130   48007331
               38              49               2              HF  0.16221  0.16221  0.16221  0.16221   4800B331
               39              49               1              HF  0.13993  0.13993  0.13993  0.13993   480073B1
               39              49               2              HF  0.12189  0.12189  0.12189  0.12189   4800B3B1
               29              51               1              HF  0.07636  0.07636  0.07636  0.07636   48006EB3
               29              51               2              HF  0.12325  0.12325  0.12325  0.12325   4800AEB3
               30              51               1              HF  0.09792  0.09792  0.09792  0.09792   48006F33
               30              51               2              HF  0.10835  0.10835  0.10835  0.10835   4800AF33
               31              51               1              HF  0.09105  0.09105  0.09105  0.09105   48006FB3
               31              51               2              HF  0.11025  0.11025  0.11025  0.11025   4800AFB3
               32              51               1              HF  0.08526  0.08526  0.08526  0.08526   48007033
               32              51               2              HF  0.10482  0.10482  0.10482  0.10482   4800B033
               33              51               1              HF  0.08557  0.08557  0.08557  0.08557   480070B3
               33              51               2              HF  0.13392  0.13392  0.13392  0.13392   4800B0B3
               34              51               1              HF  0.10575  0.10575  0.10575  0.10575   48007133
               34              51               2              HF  0.13695  0.13695  0.13695  0.13695   4800B133
               35              51               1              HF  0.10103  0.10103  0.10103  0.10103   480071B3
               35              51               2              HF  0.12626  0.12626  0.12626  0.12626   4800B1B3
               36              51               1              HF  0.09867  0.09867  0.09867  0.09867   48007233
               36              51               2              HF  0.10866  0.10866  0.10866  0.10866   4800B233
               37              51               1              HF  0.09778  0.09778  0.09778  0.09778   480072B3
               37              51               2              HF  0.16393  0.16393  0.16393  0.16393   4800B2B3
               38              51               1              HF  0.09843  0.09843  0.09843  0.09843   48007333
               38              51               2              HF  0.15464  0.15464  0.15464  0.15464   4800B333
               39              51               1              HF  0.12297  0.12297  0.12297  0.12297   480073B3
               39              51               2              HF  0.14632  0.14632  0.14632  0.14632   4800B3B3
               40              51               1              HF  0.13468  0.13468  0.13468  0.13468   48007433
               40              51               2              HF  0.18643  0.18643  0.18643  0.18643   4800B433
               41              51               1              HF  0.10002  0.10002  0.10002  0.10002   480074B3
               41              51               2              HF  0.21001  0.21001  0.21001  0.21001   4800B4B3
               29              53               1              HF  0.08239  0.08239  0.08239  0.08239   48006EB5
               29              53               2              HF  0.10628  0.10628  0.10628  0.10628   4800AEB5
               30              53               1              HF  0.09902  0.09902  0.09902  0.09902   48006F35
               30              53               2              HF  0.14151  0.14151  0.14151  0.14151   4800AF35
               31              53               1              HF  0.07535  0.07535  0.07535  0.07535   48006FB5
               31              53               2              HF  0.15030  0.15030  0.15030  0.15030   4800AFB5
               32              53               1              HF  0.09241  0.09241  0.09241  0.09241   48007035
               32              53               2              HF  0.12957  0.12957  0.12957  0.12957   4800B035
               33              53               1              HF  0.09227  0.09227  0.09227  0.09227   480070B5
               33              53               2              HF  0.09587  0.09587  0.09587  0.09587   4800B0B5
               34              53               1              HF  0.10430  0.10430  0.10430  0.10430   48007135
               34              53               2              HF  0.11432  0.11432  0.11432  0.11432   4800B135
               35              53               1              HF  0.09444  0.09444  0.09444  0.09444   480071B5
               35              53               2              HF  0.13805  0.13805  0.13805  0.13805   4800B1B5
               36              53               1              HF  0.09739  0.09739  0.09739  0.09739   48007235
               36              53               2              HF  0.12723  0.12723  0.12723  0.12723   4800B235
               37              53               1              HF  0.12133  0.12133  0.12133  0.12133   480072B5
               37              53               2              HF  0.17956  0.17956  0.17956  0.17956   4800B2B5
               38              53               1              HF  0.12836  0.12836  0.12836  0.12836   48007335
               38              53               2              HF  0.20752  0.20752  0.20752  0.20752   4800B335
               39              53               1              HF  0.12883  0.12883  0.12883  0.12883   480073B5
               39              53               2              HF  0.17339  0.17339  0.17339  0.17339   4800B3B5
               29              55               1              HF  0.05533  0.05533  0.05533  0.05533   48006EB7
               29              55               2              HF  0.11640  0.11640  0.11640  0.11640   4800AEB7
               30              55               1              HF  0.06757  0.06757  0.06757  0.06757   48006F37
               30              55               2              HF  0.10627  0.10627  0.10627  0.10627   4800AF37
               31              55               1              HF  0.06323  0.06323  0.06323  0.06323   48006FB7
               31              55               2              HF  0.12996  0.12996  0.12996  0.12996   4800AFB7
               32              55               1              HF  0.07084  0.07084  0.07084  0.07084   48007037
               32              55               2              HF  0.09922  0.09922  0.09922  0.09922   4800B037
               33              55               1              HF  0.08015  0.08015  0.08015  0.08015   480070B7
               33              55               2              HF  0.15153  0.15153  0.15153  0.15153   4800B0B7
               34              55               1              HF  0.13717  0.13717  0.13717  0.13717   48007137
               34              55               2              HF  0.11138  0.11138  0.11138  0.11138   4800B137
               35              55               1              HF  0.10142  0.10142  0.10142  0.10142   480071B7
               35              55               2              HF  0.11898  0.11898  0.11898  0.11898   4800B1B7
               36              55               1              HF  0.08931  0.08931  0.08931  0.08931   48007237
               36              55               2              HF  0.10767  0.10767  0.10767  0.10767   4800B237
               37              55               1              HF  0.10905  0.10905  0.10905  0.10905   480072B7
               37              55               2              HF  0.20822  0.20822  0.20822  0.20822   4800B2B7
               38              55               1              HF  0.09354  0.09354  0.09354  0.09354   48007337
               38              55               2              HF  0.13655  0.13655  0.13655  0.13655   4800B337
               39              55               1              HF  0.08388  0.08388  0.08388  0.08388   480073B7
               39              55               2              HF  0.15149  0.15149  0.15149  0.15149   4800B3B7
               40              55               1              HF  0.18641  0.18641  0.18641  0.18641   48007437
               40              55               2              HF  0.16033  0.16033  0.16033  0.16033   4800B437
               41              55               1              HF  0.10067  0.10067  0.10067  0.10067   480074B7
               41              55               2              HF  0.16074  0.16074  0.16074  0.16074   4800B4B7
               29              57               1              HF  0.05327  0.05327  0.05327  0.05327   48006EB9
               29              57               2              HF  0.10336  0.10336  0.10336  0.10336   4800AEB9
               30              57               1              HF  0.06364  0.06364  0.06364  0.06364   48006F39
               30              57               2              HF  0.10831  0.10831  0.10831  0.10831   4800AF39
               31              57               1              HF  0.06785  0.06785  0.06785  0.06785   48006FB9
               31              57               2              HF  0.11559  0.11559  0.11559  0.11559   4800AFB9
               32              57               1              HF  0.06831  0.06831  0.06831  0.06831   48007039
               32              57               2              HF  0.08951  0.08951  0.08951  0.08951   4800B039
               33              57               1              HF  0.10333  0.10333  0.10333  0.10333   480070B9
               33              57               2              HF  0.11521  0.11521  0.11521  0.11521   4800B0B9
               34              57               1              HF  0.08746  0.08746  0.08746  0.08746   48007139
               34              57               2              HF  0.16070  0.16070  0.16070  0.16070   4800B139
               35              57               1              HF  0.09262  0.09262  0.09262  0.09262   480071B9
               35              57               2              HF  0.18656  0.18656  0.18656  0.18656   4800B1B9
               36              57               1              HF  0.09031  0.09031  0.09031  0.09031   48007239
               36              57               2              HF  0.14960  0.14960  0.14960  0.14960   4800B239
               37              57               1              HF  0.07946  0.07946  0.07946  0.07946   480072B9
               37              57               2              HF  0.15238  0.15238  0.15238  0.15238   4800B2B9
               38              57               1              HF  0.12613  0.12613  0.12613  0.12613   48007339
               38              57               2              HF  0.13098  0.13098  0.13098  0.13098   4800B339
               39              57               1              HF  0.08806  0.08806  0.08806  0.08806   480073B9
               39              57               2              HF  0.15512  0.15512  0.15512  0.15512   4800B3B9
               29              59               1              HF  0.07081  0.07081  0.07081  0.07081   48006EBB
               29              59               2              HF  0.12353  0.12353  0.12353  0.12353   4800AEBB
               30              59               1              HF  0.08274  0.08274  0.08274  0.08274   48006F3B
               30              59               2              HF  0.10654  0.10654  0.10654  0.10654   4800AF3B
               31              59               1              HF  0.07187  0.07187  0.07187  0.07187   48006FBB
               31              59               2              HF  0.10819  0.10819  0.10819  0.10819   4800AFBB
               32              59               1              HF  0.07295  0.07295  0.07295  0.07295   4800703B
               32              59               2              HF  0.10925  0.10925  0.10925  0.10925   4800B03B
               33              59               1              HF  0.08270  0.08270  0.08270  0.08270   480070BB
               33              59               2              HF  0.15738  0.15738  0.15738  0.15738   4800B0BB
               34              59               1              HF  0.09864  0.09864  0.09864  0.09864   4800713B
               34              59               2              HF  0.14697  0.14697  0.14697  0.14697   4800B13B
               35              59               1              HF  0.09807  0.09807  0.09807  0.09807   480071BB
               35              59               2              HF  0.13857  0.13857  0.13857  0.13857   4800B1BB
               36              59               1              HF  0.08830  0.08830  0.08830  0.08830   4800723B
               36              59               2              HF  0.15461  0.15461  0.15461  0.15461   4800B23B
               37              59               1              HF  0.08722  0.08722  0.08722  0.08722   480072BB
               37              59               2              HF  0.14708  0.14708  0.14708  0.14708   4800B2BB
               38              59               1              HF  0.11350  0.11350  0.11350  0.11350   4800733B
               38              59               2              HF  0.19740  0.19740  0.19740  0.19740   4800B33B
               39              59               1              HF  0.12412  0.12412  0.12412  0.12412   480073BB
               39              59               2              HF  0.14277  0.14277  0.14277  0.14277   4800B3BB
               40              59               1              HF  0.10628  0.10628  0.10628  0.10628   4800743B
               40              59               2              HF  0.18504  0.18504  0.18504  0.18504   4800B43B
               41              59               1              HF  0.09116  0.09116  0.09116  0.09116   480074BB
               41              59               2              HF  0.16190  0.16190  0.16190  0.16190   4800B4BB
               29              61               1              HF  0.06540  0.06540  0.06540  0.06540   48006EBD
               29              61               2              HF  0.13226  0.13226  0.13226  0.13226   4800AEBD
               30              61               1              HF  0.06567  0.06567  0.06567  0.06567   48006F3D
               30              61               2              HF  0.10629  0.10629  0.10629  0.10629   4800AF3D
               31              61               1              HF  0.07328  0.07328  0.07328  0.07328   48006FBD
               31              61               2              HF  0.09854  0.09854  0.09854  0.09854   4800AFBD
               32              61               1              HF  0.06831  0.06831  0.06831  0.06831   4800703D
               32              61               2              HF  0.10857  0.10857  0.10857  0.10857   4800B03D
               33              61               1              HF  0.09513  0.09513  0.09513  0.09513   480070BD
               33              61               2              HF  0.10295  0.10295  0.10295  0.10295   4800B0BD
               34              61               1              HF  0.13756  0.13756  0.13756  0.13756   4800713D
               34              61               2              HF  0.13241  0.13241  0.13241  0.13241   4800B13D
               35              61               1              HF  0.09649  0.09649  0.09649  0.09649   480071BD
               35              61               2              HF  0.15923  0.15923  0.15923  0.15923   4800B1BD
               36              61               1              HF  0.08058  0.08058  0.08058  0.08058   4800723D
               36              61               2              HF  0.13918  0.13918  0.13918  0.13918   4800B23D
               37              61               1              HF  0.07323  0.07323  0.07323  0.07323   480072BD
               37              61               2              HF  0.15033  0.15033  0.15033  0.15033   4800B2BD
               38              61               1              HF  0.08140  0.08140  0.08140  0.08140   4800733D
               38              61               2              HF  0.12982  0.12982  0.12982  0.12982   4800B33D
               39              61               1              HF  0.11096  0.11096  0.11096  0.11096   480073BD
               39              61               2              HF  0.16331  0.16331  0.16331  0.16331   4800B3BD
               29              63               1              HF  0.06918  0.06918  0.06918  0.06918   48006EBF
               29              63               2              HF  0.10733  0.10733  0.10733  0.10733   4800AEBF
               30              63               1              HF  0.06902  0.06902  0.06902  0.06902   48006F3F
               30              63               2              HF  0.15112  0.15112  0.15112  0.15112   4800AF3F
               31              63               1              HF  0.06606  0.06606  0.06606  0.06606   48006FBF
               31              63               2              HF  0.10664  0.10664  0.10664  0.10664   4800AFBF
               32              63               1              HF  0.06936  0.06936  0.06936  0.06936   4800703F
               32              63               2              HF  0.12354  0.12354  0.12354  0.12354   4800B03F
               33              63               1              HF  0.07629  0.07629  0.07629  0.07629   480070BF
               33              63               2              HF  0.14763  0.14763  0.14763  0.14763   4800B0BF
               34              63               1              HF  0.08432  0.08432  0.08432  0.08432   4800713F
               34              63               2              HF  0.13937  0.13937  0.13937  0.13937   4800B13F
               35              63               1              HF  0.09889  0.09889  0.09889  0.09889   480071BF
               35              63               2              HF  0.15345  0.15345  0.15345  0.15345   4800B1BF
               36              63               1              HF  0.08839  0.08839  0.08839  0.08839   4800723F
               36              63               2              HF  0.11308  0.11308  0.11308  0.11308   4800B23F
               37              63               1              HF  0.10635  0.10635  0.10635  0.10635   480072BF
               37              63               2              HF  0.11771  0.11771  0.11771  0.11771   4800B2BF
               38              63               1              HF  0.09961  0.09961  0.09961  0.09961   4800733F
               38              63               2              HF  0.16421  0.16421  0.16421  0.16421   4800B33F
               39              63               1              HF  0.10984  0.10984  0.10984  0.10984   480073BF
               39              63               2              HF  0.15130  0.15130  0.15130  0.15130   4800B3BF
               40              63               1              HF  0.11034  0.11034  0.11034  0.11034   4800743F
               40              63               2              HF  0.12599  0.12599  0.12599  0.12599   4800B43F
               41              63               1              HF  0.10122  0.10122  0.10122  0.10122   480074BF
               41              63               2              HF  0.14643  0.14643  0.14643  0.14643   4800B4BF
               29              65               1              HF  0.06033  0.06033  0.06033  0.06033   48006EC1
               29              65               2              HF  0.09543  0.09543  0.09543  0.09543   4800AEC1
               30              65               1              HF  0.06507  0.06507  0.06507  0.06507   48006F41
               30              65               2              HF  0.09917  0.09917  0.09917  0.09917   4800AF41
               31              65               1              HF  0.07001  0.07001  0.07001  0.07001   48006FC1
               31              65               2              HF  0.10267  0.10267  0.10267  0.10267   4800AFC1
               32              65               1              HF  0.06491  0.06491  0.06491  0.06491   48007041
               32              65               2              HF  0.09785  0.09785  0.09785  0.09785   4800B041
               33              65               1              HF  0.08126  0.08126  0.08126  0.08126   480070C1
               33              65               2              HF  0.12778  0.12778  0.12778  0.12778   4800B0C1
               34              65               1              HF  0.09398  0.09398  0.09398  0.09398   48007141
               34              65               2              HF  0.15063  0.15063  0.15063  0.15063   4800B141
               35              65               1              HF  0.11429  0.11429  0.11429  0.11429   480071C1
               35              65               2              HF  0.14453  0.14453  0.14453  0.14453   4800B1C1
               36              65               1              HF  0.09025  0.09025  0.09025  0.09025   48007241
               36              65               2              HF  0.12628  0.12628  0.12628  0.12628   4800B241
               37              65               1              HF  0.10204  0.10204  0.10204  0.10204   480072C1
               37              65               2              HF  0.16225  0.16225  0.16225  0.16225   4800B2C1
               38              65               1              HF  0.11561  0.11561  0.11561  0.11561   48007341
               38              65               2              HF  0.15634  0.15634  0.15634  0.15634   4800B341
               39              65               1              HF  0.09014  0.09014  0.09014  0.09014   480073C1
               39              65               2              HF  0.17261  0.17261  0.17261  0.17261   4800B3C1
               29              67               1              HF  0.19045  0.19045  0.19045  0.19045   48006EC3
               29              67               2              HF  0.06417  0.06417  0.06417  0.06417   4800AEC3
               30              67               1              HF  0.05922  0.05922  0.05922  0.05922   48006F43
               30              67               2              HF  0.05098  0.05098  0.05098  0.05098   4800AF43
               31              67               1              HF  0.06020  0.06020  0.06020  0.06020   48006FC3
               31              67               2              HF  0.06483  0.06483  0.06483  0.06483   4800AFC3
               32              67               1              HF  0.06365  0.06365  0.06365  0.06365   48007043
               32              67               2              HF  0.07499  0.07499  0.07499  0.07499   4800B043
               33              67               1              HF  0.12130  0.12130  0.12130  0.12130   480070C3
               33              67               2              HF  0.09914  0.09914  0.09914  0.09914   4800B0C3
               34              67               1              HF  0.11534  0.11534  0.11534  0.11534   48007143
               34              67               2              HF  0.11461  0.11461  0.11461  0.11461   4800B143
               35              67               1              HF  0.10165  0.10165  0.10165  0.10165   480071C3
               35              67               2              HF  0.10877  0.10877  0.10877  0.10877   4800B1C3
               36              67               1              HF  0.11194  0.11194  0.11194  0.11194   48007243
               36              67               2              HF  0.10681  0.10681  0.10681  0.10681   4800B243
               37              67               1              HF  0.11201  0.11201  0.11201  0.11201   480072C3
